# Bundesland;Name des Betriebs ;Straße / Haus-Nr.;Ort;Alte Zulassungs-nummern;Neue Zulassungsnummer;Zulassungsnummer Eierpackstellen;CS;RW;WM;SH;CP;SH;CP;SH;CP;GHE;CP;MM;MP;MSM;PP;CC;PP;CC;PP;CC;PP;CC;PP;CC;PP;EPC;LEP;PP;AH;FV;ZV;FFPP;PP;WM;PC;DC;PP;Einschränkungen;Bemerkungen;Zulassung befristet bis;Zulassung ruht seit;Drittlandzulassungen;
BY;Klaus Stierhof;Bullenheim 96;97258 Ippesheim;;BY 50010;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Klaus Zitzmann, Landmetzgerei;Löhlitz 3;91344 Waischenfeld;;BY 40091;;;;;O, P, C;;;;;;;;;P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Klinikküche Kaufbeuren-Ostallgäu GmbH;Kemnater Straße 28;87600 Kaufbeuren;;BY 70400;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BY;Klinikum Landshut gemeinnützige GmbH;Robert-Koch-Straße 1;84034 Landshut;;BY 20293;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
BY;Kloster St. Ottilien, Abteilung Geflügelhof;Erzabtei 16;86941 St. Ottilien;;BY 17055;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Metzgerei Koller - Allgäuer Fleischwerke GmbH;Bad Oberdorfer Str. 24;87541 Bad Hindelang;;BY 70131;;;;;;B, O, P;;;;;wU, wG;wU, wG;;P, A, wU, wG;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Konrad Gernt;Alter Pfarrhof 74 1/2;84524 Neuötting;;BY 10007;;;;;S, B, O, P, C;S, B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Johann Lautenschlager;Hauptstraße 24;92266 Ensdorf;;BY 30281;;;;;C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Kornelia Vogt;Steingrund 27;97797 Wartmannsroth;;BY 60045;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Kreisschlachthof Garmisch-Partenkirchen;Martinswinkelstraße 8;82467 Garmisch-Partenkirchen;;BY 10635;;;;;B, C, O, P;B, C, O, P;;;;;;;B;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
BY;Donauklinik Neu-Ulm;Krankenhausstraße 11;89231 Neu-Ulm;;BY 70497;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BY;Martin Nase;Schwamham 1;83737 Irschenberg;;BY 10480;;;;;S, B, O, P, C;S, B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Kühllager Furth im Wald;Böhmerstraße 64;93437 Furth im Wald;;BY 30525;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Schürger Fleischwaren KG;Otto-Hahn-Straße 2;97440 Werneck;;BY 60014;;;;;;B, P;;;;;;;B, P;B, P, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Landgasthaus Galster;Kemmathen 13;91355 Hiltpoltstein;;BY 40256;;;;;P;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Landgasthof - Metzgerei Sebald;Lieritzhofen 20;91236 Alfeld;;BY 50240;;;;;B, O, P, C;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Hermann Diersch Gaststätte DVM;Brandtal 10;91257 Pegnitz / OT Willenberg;;BY 40016;;;;;O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Kraft & Lehr GmbH;Leyher Str. 107;90431 Nürnberg;;BY 50354;;;;;;B, P;;;;;;;B, P;B, P;;mp;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
BY;Nagel-Group Logistics SE;Rudolf-Diesel-Straße 1;87740 Buxheim;;BY 70002;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Nagel-Group Logistics SE;Kurt-Nagel-Platz 1;90475 Nürnberg;;BY 50300;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Landgasthof Erras;Ammerthaler Straße 2;92260 Ammerthal;;BY 30205;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Landgasthof Weglehner;Landersdorf 5;91177 Thalmässing;;BY 50153;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Land- Hausmetzgerei Peter Knöcklein;Thierberg  48;91443 Scheinfeld;;BY 50071;;;;;B, O, P, C;B, O, P, C;;;;;;;;B, O, P, C;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Landmetzger Emmert;Kirchfarrnbach B 9;91452 Wilhermsdorf;;BY 50288;;;;;;B, O, P, C;;;;;;;;B, O, P, C;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Landmetzgerei Albrecht;Hauptstraße 23;91622 Rügland;;BY 50242;;;;;;B, O, P, C;;;;;;;;B, O, P, C;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Landmetzgerei Anton Mändle;Raiffeisenstraße 19;86476 Wattenweiler;;BY 70212;;;;;S, B;S, B, P;;;fG;;wL, wU, wG, wA;wL, wU, wG, wA;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Metzgerei Braidt GmbH;Hauptstraße 24 1/2;94544 Hofkirchen;;BY 20082;;;;;;B, P, S;;A;;;;;;B, P, S, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischwaren K. Draganidis;Aachener Straße 92;52146 Würselen;;NW 70005;;;;;;P;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischwaren Peters GmbH;Hauptstraße 19;42349 Wuppertal;;NW 50009;;;;;;;;;;;;;B, P;B, P, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischwaren Stürmer;Geranienhof 1;50769 Köln;;NW 60023;;;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;food & beverage, M.Martin & H. Schröder GbR;Brucknerallee 135;41236 Mönchengladbach;;NW 50305;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Frank Loke;Karlstraße 23;33098 Paderborn;;NW 30032;;;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Frank Schwarz Gastrogroup GmbH;Auf der Höhe 10;47059 Duisburg;;NW 50276;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Fleischerei Hecker;Amtsstraße 2;37696 Marienmünster;;NW 30145;;;;;B, C, O, P;B, C, O, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Franz Middelmann;Robert-Bosch-Straße 13;59399 Olfen;;NW 90093;;;;;B, P;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Franz-Josef Leuffen;Gut Krahwinkel 1;41515 Grevenbroich;;NW 40054;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Friedhelm Middel;Siedenstein 1;57462 Olpe;;NW 00051;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Friedrich Sturm GmbH & Co. KG;Wiener Straße 38;33649 Bielefeld;;NW 20023;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;
NW;Fisch Räucherei Atlantik;Max-Planck-Straße 1;52249 Eschweiler;;NW 60004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
NW;Fritz Eickhaus;Schwarzer Weg 30;47447 Moers;;NW 40071;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Füngelings Hofladen;Im Kreuel 1;50354 Hürth;;NW 60061;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Gastro Service Voskopula GmbH ;Max-Planck-Straße  3;40699 Erkrath;;NW 40003;;;;;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Gebr. Engel;Scharnhorststraße 23-25;45472 Mülheim an der Ruhr;;NW 40059;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Gebrüder Küppers;Im Rottfeld 4b;41564 Kaarst;;NW 40057;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Wigger GmbH;Steinfurter Straße 10;48624 Schöppingen;;NW 84002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
NW;Geflügelhof Bültermann;Siemensring 3a;47877 Willich;;NW 40076;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Geflügelhof Bongartz;Schönstattstraße 39;52499 Baesweiler;;NW 60090;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Geflügelhof Decker GmbH  Co.KG;Industriestraße 29;49549 Ladbergen;;NW 87017;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;
NW;Geflügelhof Helmut Meier;Lengericher Damm 27;48369 Saerbeck;;NW 87022;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;
NW;Geflügelhof Rainer Merckelbach;Martinusstraße 39;52391 Vettweiß;;NW 60085;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Geflügelhof Söntgerath-Radermacher GbR;Oberholz 9;53804 Much;;NW 60071;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;WITWE BOLTE Handels GmbH ;Am Hagenbach  10;33129 Delbrück;;NW 20107;;;;;;;;;;;;;;A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Geiger GmbH;Niemannstraße 5;48432 Rheine;;NW 90086;;;;;;S, B, O, P, C;;;;;;;S, B, O, P, C;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Gemeinschaftskrankenhaus St. Elisabeth/St. Petrus GmbH;Prinz-Albert-Straße 40;53113 Bonn;;NW 70232;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Georg Ostermann;Palzstraße 24;58730 Fröndenberg/Ruhr;;NW 00058;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Georg Rudolf Vierboom;Talstraße 6;47546 Kalkar;;NW 50137;;;;;B, O, C, S;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Geriatrisches Zentrum GmbH;Kölnstraße 12;53909 Zülpich;;NW 70236;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Geue KG;Marktstraße 16;59759 Arnsberg;;NW 10146;;;;;;P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Gilde Ruhr-Mitte GmbH & Co KG;Am Schlachthof 10;45883 Gelsenkirchen;;NW 90131;;;;X;;;;;;;;;B, P;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Gregor Rinsche ;Gröblingen  94;48336 Sassenberg ;;NW 90145;;;;;;;A;;R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Grewe GmbH Großhandel;Danziger Straße 12;45470 Mülheim an der Ruhr;;NW 40002;;;;;;;;;;;;;;;;;;;;;X;;X;X;;;;;;;;;;;;;;;;;;;;
NW;Grüggel GbR;Marienholz 1;52391 Vettweiß;;NW 60086;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;gut&gerne Ihr Partner für Gastronomieservice GmbH;Wertgasse  30;45468  Mülheim an der Ruhr;;NW 50256;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Gündogdu GmbH;Freudenbergstraße 45j;44809 Bochum;;NW 00056;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Günes Döner GmbH;Einsteinstraße 6;46325 Borken;;NW 90156;;;;;;;;;;;;;B, A;B, A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Hackebeil & Wockenfuß GbR;Erdmann-Neumeister-Platz 2;06667 Weißenfels;;ST 00288;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
NW;August-Wilhelm Kronsbein;Amtsstraße 36;33739 Bielefeld;;NW 30096;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Wertkreis Gütersloh gGmbH Kiebitzhof Gemüsekonservierung;Rhedaer Straße 222;33334 Gütersloh;;NW 30317;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Caritas Seniorencentrum St.Bruno;Memelstraße 18;33104 Paderborn;;NW 30254;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Gut Springenheide GmbH;Industriestraße 19 / 21;48629 Metelen;;NW 87031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
NW;Gut Springenheide;Weiner 152;48607 Ochtrup;NW-EV 8-521; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Fleischerei Schlacke Feinkost GmbH & Co. KG;Lintorfer Str. 17;49152 Bad Essen;;NI 11517;;;;;;B, O, P;;;;;;;;B, O, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Waltmann e. K.;Friedrichstraße 10;91054 Erlangen;;BY 50495;;;;;;;;;;;;;;;;;;;;;;;;;;B, C, O;;;;;;;;;;;;;;;;;;
NW;Manfred Kurtenbach;Obere Gasse 7;53819 Neunkirchen-Seelscheid;;NW 70154;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Landmetzgerei Klaus Herchenbach;Geberstraße 24;53797 Lohmar;;NW 70146;;;;;B;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Aytac Europa GmbH;Marktstraße 10;50968 Köln;;NW 70083;;;;;;B, O;;A;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Rurtalwerkstätten Gemeinnützige GmbH;Veldener Straße  7-9;52349 Düren;;NW 70067;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Schafschlachtbetrieb Siegfried Feist;Meisenweg 9;53859 Niederkassel;;NW 70162;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;MEGA Fleisch GmbH;Franz-Wachter-Straße  20;70188 Stuttgart ;;BW 01071;;X;X;;;B, C, O, P;;;;fG;;wA, wL, wU, wG;B, O, P;B, O, P;;mp;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
BW;Astor-Stift-Pflegezentrum;Winterstraße 8;69190 Walldorf;;BW 36074;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
BY;GMS Gourmet Deutschland GmbH;Isarstraße 4;90451 Nürnberg;;BY 50496;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Naturdärme Seidel, Kuttelei und Darmhandel;Dahlienstraße 27;90542 Eckental;;BY 50492;;X;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
BY;ANSWERK e.V.;Jürgen- Schumannstraße 20;84034 Landshut;;BY 20409;;;;;;;;;;;;;;B, O, P, C, A, L, fG, R, wL, wU, wG, wA;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BY;Gemeinnützige Paritätische Altenhilfe GmbH - Haus am Valentinspark;Monikaweg 3;85716 Unterschleißheim;;BY 10792;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
TH;Fleischerei Uth e. K.;Frankfurter Str. 63;99817 Eisenach;;TH 56522;;;;;;B, O, P, C;;;;;;;B, C, O, P, L, A, fG, R, wA, wL, wU, wG;B, C, O, P, L, A, fG, R, wA, wL, wU, wG;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Brülle SB Zentralmarkt GmbH & Co.KG -Fleischabteilung;Loddenheide 7;48155 Münster;;NW 90065;;;;;;B, O, P;;;;;;;B, P;B, P, A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;MTU Friedrichshafen GmbH;Maybachplatz 1;88045 Friedrichshafen;;BW 72045;;;;;;;;;;;;;;;;mp;;;;;;;;;;B, C, O, S;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Caritas-Betriebsführungs- und  Trägergesellschaft Münster mbH - Großküchenbetrieb des Altenwohnheimes Maria-Hötte-Stift;Düesbergweg 143;48153 Münster;;NW 90172;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Annette Cichos e.K.;Grothusstraße 7;45881 Gelsenkirchen;;NW 90032;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Hinkerohe & Groneick GmbH;Otto-Hahn-Straße 20;48161 Münster;;NW 90064;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;El Tucano GmbH & Co. KG;Max-Planck-Ring 25;65205 Wiesbaden;;HE 10061;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;Catering/Großküche;;;;
SH;Ziegenhof Rehder;Kastanienallee 19;24220 Boksee;;SH 00437;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;
NW;Öztas Döner Vertriebs GmbH & Co.KG;Pferdsweide 37;47441 Moers;;NW 50478;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;AWO Versorgungszentrum gGmbH - Zentralküche;Stegwiesenstraße 8A;76646 Bruchsal;;BW 33051;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
HE;Fleischerei Fackiner;Pfauenweg 1;35114 Haina / Kloster -Oberholzhausen;;HE 30384;;;;;;B, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;WKS Winfried Heine GmbH;Werner-von-Siemens-Straße 5;99625 Kölleda;TH-EV 3016, TH-EV 3016; ;;;X;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Lohmanns Hof KG;Eichenstr. 24;27313 Dörverden;;NI 15377;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Arpshof Landwirtschaft KG;Am Schulberg 6;21279 Wenzendorf;;NI 15229;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Käsehütt'n Penzberg;Frauenhoferstraße 12;82377 Penzberg;;BY 13018;;X;X;;;;;;;;;;;;;;;;;;;;;;;B, C, O;;;;;;;;;;;;;;;;;;
BY;Berufliches Schulzentrum Sulzbach-Rosenberg (Staatliche Berufsschule);Neumarkter Straße 10;92230 Sulzbach-Rosenberg;;BY 30584;;;;;;B, P;;;;fG;wA, wL, wU, wG;wA, wL, wU, wG;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Ratsherren-Speisen GmbH;Polysiusstraße  1;06847 Dessau-Roßlau;;ST 00291;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
ST;PuS Catering GmbH;Bethanienstraße  10;39288 Burg;;ST 00296;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
ST;SALUS-Service GmbH;Emil-Kraepelinstraße  6;39576 Stendal OT Uchtspringe;;ST 00293;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
BB;Lohn- und Gewerbeschlachtung Erdmann Christinendorf;Christinendorfer Allee  16;14959 Trebbin;;BB 72025;;;;;B, O, P, C;B, O, P, C;;;;;wL, wU, wG, wA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Bernhard Gumbrecht;Sambach 87;96178 Pommersfelden;;BY 40382;;;;;;;;;R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Kasaba Döner Produktion GmbH;Werkstraße 2;89290 Buch;;BY 70652;;;;;;B;;;;;;;B, A;B, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Roland Kempfle;Buchhof 1;86875 Waal;;BY 70653;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Catering Biomarkt Lauf GmbH;Simonshoferstr. 5;91207 Lauf a. d. Pegnitz;;BY 50485;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;Catering/Großküche;;;;
BB;Lagerwirtschaft Simone Kuckei;Schulstraße 4;15910 Krausnick;;BB 61023;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Evangelische Heimstiftung GmbH - Robert-Breuning-Stift;Bülzenstraße 3;74354 Besigheim;;BW 16103;;X;X;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Fleisch und Suppenkonserven H. Schäfer;Kölner Straße 117;50126 Bergheim;;NW 70039;;;;;;B, C, O, P, S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Schlachtbetrieb Heiner Valder;Wiehbachhof 1;50126 Bergheim;;NW 70133;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;The Family Butchers Nortrup GmbH & CO.KG;Hauptstraße 2;49638 Nortrup;;NI 11727;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Mantos International Food GmbH;Eichrodter Weg  150;99817 Eisenach;;TH 03370;;;;;;;;;;;;;;B, C, O, P, L, A, fG, R, wA, wL, wU, wG;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Geflügelzucht Jörg Herdt;Weidigshof 0;63654 Büdingen;;HE 11023;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
HE;Hofladen Massing GbR;Mainzer Straße 45;64572 Büttelborn;;HE 11019;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
HE;Klaus Bauer;Igelsbachstraße 1;64646 Heppenheim;;HE 11017;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
HE;BWMK gGmbH, Hofgut Marjoß;Barackenhöfe ;63696 Steinau an der Straße;;HE 11014;;;;;;;;;;;;;;;;mp;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;
HE;Hoss, Peter;Stichelstraße 16;63594 Hasselroth;;HE 11013;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
HE;Odenwälder Frischeidienst Johannes Schnellbacher Thorsten Schnellbacher e. K;Apotheker-Haas-Weg 5;64739 Höchst im Odenwald;;HE 11010;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;
TH;Mephisto Consult GmbH, Im Haus Talblick;Am Hölzchen  1;36448 Bad Liebenstein;;TH 03372;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;CBWK Clarenbachwerk Köln gGmbH - Herz-Jesu Stift;Alter Militärring 94;50933 Köln;;NW 70047;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;St. Marienhospital Köln;Kunibertskloster 11-13;50668 Köln;;NW 70054;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
RP;Metzgerei und Partyservice  Jochen Kaufmann;Hauptstraße 65;55569 Monzingen;;RP 11029;;;;;;;;;;;;;;S, B, O, P, C, A, L, fG, R, wU, wA, wG, wL;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Tiergarten Hannover;Tiergartenstraße 149;30559 Hannover;;NI 10934;;;;;;;;;fG;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Werner Sünderhauf;Hohe Straße  10;08451 Crimmitschau;;SN 10623;;;;;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Schlachtung und Fleischverarbeitung Andreas Steinborn;Dorfstraße 12;01561 Ebersbach;;SN 20627;;;;;B, O, P, C;;L;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Probsteier Wurstfabrik Pfeifer GmbH;Heinrich-Wöhlk-Straße 19-21;24232 Schönkirchen;EV 1467; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Johann Gloßner;Kastengasse 8;92318 Neumarkt i.d.OPf.;;BY 30567;;;;;B, C, O;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Gilde - Thüringer Fleischergenossenschaft e. G.;Am Troistedter Weg  1;99428 Nohra;;TH 09020;;X;X;X;;B, O, P, C;;;;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;SV Business Catering GmbH, Mainzer Netze;Rheinallee 41;55118 Mainz;;RP 29014;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
RP;Metzgerei Volker Kratz;Friedrich-Ebert-Straße 18;67574 Osthofen;;RP 03014;;;;;;;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Küche der Sankt Antonius Klinik GmbH;Birkenallee 18;41844 Wegberg;;NW 70282;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Küche im Altenheim St. Lambertus;Dinstühler Straße 33;41836 Hückelhoven;;NW 70283;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Wurstspezialitäten Esser;Hauptstraße 31;41812 Erkelenz;;NW 70286;;;;;;B, P;;;;;;;;B, P;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
